trajectory,order,kind,idempotence_P2_rel,normal_eq_resid_rel,pjw_identity_abs_diff_mm,factor2_grad_maxdiff,fd_step_vs_cached_maxdiff
III,248,p2l,7.879573512752563e-15,6.674732997890728e-16,1.457167719820518e-13,0.004872208554293284,
III,249,p2p,1.365273869012021e-15,3.741196567205748e-16,0.0,0.00011050372489130461,
III,249,p2l,6.611434768715745e-15,6.766724375872704e-16,9.020562075079397e-14,0.007378160824133701,
III,250,p2p,1.7812133838863226e-15,9.037408071813481e-16,1.0408340855860843e-14,0.000115888884521579,
III,250,p2l,5.570917188224651e-15,3.189949660960018e-16,8.326672684688674e-14,0.004563536534221438,
III,251,p2p,3.604319446306333e-15,4.2863385983578773e-16,3.469446951953614e-15,0.0001261510535802285,
III,251,p2l,5.754901919981561e-15,5.467790824800733e-16,9.71445146547012e-14,0.010078066334216929,
III,252,p2p,5.611372353892746e-15,8.570068523921674e-16,1.3877787807814457e-14,4.822323098510606e-05,
III,252,p2l,8.044497286114579e-15,2.1963795569743664e-16,1.3183898417423734e-13,0.02766298601275203,
III,253,p2p,2.06387868159202e-15,8.090826843270816e-16,1.0408340855860843e-14,8.912250783241205e-05,
III,253,p2l,1.0412036990486821e-14,5.520091143370245e-16,1.3183898417423734e-13,0.009901110793513196,
III,254,p2p,1.9059641850027203e-15,5.604628045243143e-16,6.938893903907228e-15,0.00010263420434936978,
III,254,p2l,1.0965301847214327e-14,4.399592875412637e-16,1.3183898417423734e-13,0.01705219537166444,
III,255,p2p,6.905771060899124e-16,8.114610292420075e-16,6.938893903907228e-15,0.0001706986248275321,
III,255,p2l,8.715665560016076e-15,1.8373492445936274e-16,1.3877787807814457e-13,0.017601386046788882,
III,256,p2p,1.5428350309738403e-15,4.2922669941765955e-16,0.0,0.00014556260455632353,
III,256,p2l,7.723414228205916e-15,1.1352425699661944e-15,1.3183898417423734e-13,0.0034885623878140627,
III,257,p2p,1.1049539603543258e-15,3.9391521117731433e-16,0.0,0.00015525274477943413,
III,257,p2l,6.558277092741766e-15,2.958953309239064e-16,1.734723475976807e-13,0.005190945116383102,
III,258,p2p,4.459218696124184e-15,6.805613497517664e-16,0.0,9.984750423789701e-05,
III,258,p2l,8.759161855150847e-15,6.416630120016051e-16,1.1102230246251565e-13,0.00521687164430118,
III,259,p2p,3.0555355953492764e-15,3.229223287110579e-16,0.0,0.00019107416482402884,
III,259,p2l,1.1011681168318084e-14,1.018570033641202e-15,1.3877787807814457e-13,0.012547686666935277,
III,260,p2p,2.238226428589887e-15,5.288917504821902e-16,1.0408340855860843e-14,0.0001599636175828173,
III,260,p2l,1.0152183579552974e-14,2.7983285032617913e-16,1.5265566588595902e-13,0.002852656169211089,
III,261,p2p,2.0604179958638844e-15,3.566808898895037e-16,3.469446951953614e-15,8.051941527673079e-05,
III,261,p2l,1.2825512261328015e-14,2.8462092486218734e-16,1.5959455978986625e-13,0.002490987728874818,
III,262,p2p,1.100175089638702e-15,4.001279100396806e-16,3.469446951953614e-15,6.193223745877552e-05,
III,262,p2l,8.846401688932876e-15,3.0411748088873075e-16,1.3183898417423734e-13,0.006350244917637122,
III,263,p2p,3.0871531762892325e-15,4.1923251076112574e-16,3.469446951953614e-15,0.00015406077493700793,
III,263,p2l,7.983124759713696e-15,8.625393938386917e-16,1.249000902703301e-13,0.007558049664593879,
III,264,p2p,1.2813151520663945e-15,1.0240140059184034e-15,1.0408340855860843e-14,0.00011194500506472166,
III,264,p2l,5.599086501738192e-15,8.776704509821744e-16,1.1102230246251565e-13,0.005925050456026893,
III,265,p2p,1.0737223052737612e-15,1.0187586410565745e-15,1.0408340855860843e-14,8.211825926314578e-05,
III,265,p2l,1.247306832317322e-14,2.1908767151817406e-15,1.457167719820518e-13,0.0057547701884763675,
III,266,p2p,1.7364400235119757e-15,3.032212805308177e-16,0.0,7.903427476489526e-05,
III,266,p2l,6.246563762108055e-15,4.04302660560634e-16,1.5265566588595902e-13,0.007785484370422294,
III,267,p2p,2.4754052385969914e-15,5.845707634041362e-16,1.0408340855860843e-14,0.00015318696926850447,
III,267,p2l,9.614540339427217e-15,3.4020467401793403e-16,1.3183898417423734e-13,0.005638104518101669,
III,268,p2p,3.487170070066541e-15,4.707223730735582e-16,6.938893903907228e-15,0.0001131942705531741,
III,268,p2l,1.4694771676596132e-14,3.6793449965149483e-16,1.8735013540549517e-13,0.001477760909678015,
III,269,p2p,1.6617774537406934e-15,4.3819147873146986e-16,3.469446951953614e-15,8.254428990079471e-05,
III,269,p2l,1.155491879291314e-14,7.1325326400026465e-16,2.0816681711721685e-13,0.001865391335177758,
III,270,p2p,3.4306625088150808e-15,4.559369908901495e-16,0.0,0.0001153796876689362,
III,270,p2l,1.3023171266812127e-14,6.191950710708811e-16,1.942890293094024e-13,0.0029224298439556448,
III,271,p2p,3.714019183618718e-15,1.0375280222788033e-15,0.0,5.809614714945288e-05,
III,271,p2l,1.0740455810479135e-14,4.2670142975892105e-16,1.457167719820518e-13,0.0012311639579877139,
III,272,p2p,2.7329860865376206e-15,3.307367691587666e-16,3.469446951953614e-15,0.00010759928413234601,
III,272,p2l,1.5038637023012282e-14,2.504966107191209e-16,1.942890293094024e-13,0.002854436617838704,
III,273,p2p,2.9190410284934323e-15,7.735913600430574e-16,6.938893903907228e-15,0.00015707867072007817,
III,273,p2l,1.0149419534848721e-14,6.282036637833174e-16,1.6653345369377348e-13,0.00034813328285995555,
III,274,p2p,2.04184742802007e-15,5.998454609087914e-16,1.3877787807814457e-14,5.745614042677871e-05,
III,274,p2l,9.376151463924385e-15,1.0602982688339143e-15,1.3877787807814457e-13,0.001441193102263356,
III,275,p2p,2.455476934382871e-15,4.2913594691579047e-16,3.469446951953614e-15,0.00015588950207306995,
III,275,p2l,7.286938028833717e-15,5.183145658617633e-16,1.3877787807814457e-13,0.0008307587865890882,
III,276,p2p,1.6668559457467586e-15,5.295707862314823e-16,3.469446951953614e-15,0.00016083146338332494,
III,276,p2l,8.35773988408531e-15,3.2829352406127003e-16,1.1796119636642288e-13,0.0008357320492889389,
III,277,p2p,1.5972423034662606e-15,5.968134070346414e-16,3.469446951953614e-15,4.76118059321122e-05,
III,277,p2l,8.456273461691354e-15,1.6457872600467185e-15,1.3183898417423734e-13,0.001627733223863408,
III,278,p2p,1.4458577007664494e-15,4.555032728893074e-16,3.469446951953614e-15,7.259104421876786e-05,
III,278,p2l,7.123679640479614e-15,1.2268978874494802e-15,1.1796119636642288e-13,0.0010923276427439316,
III,279,p2p,2.077871345046463e-15,6.006933219095742e-16,6.938893903907228e-15,7.886938758455697e-05,
III,279,p2l,7.877387109883546e-15,3.222741269902846e-16,1.3183898417423734e-13,0.0007905183192017176,
III,280,p2p,1.699641220599446e-15,1.1496401953469805e-15,2.0816681711721685e-14,9.610896114686275e-05,
III,280,p2l,9.198072639031185e-15,8.575486181970222e-16,1.457167719820518e-13,0.0012635332721235154,
III,281,p2p,1.2006983328766543e-15,6.874431628265511e-16,0.0,8.137887800991131e-05,
III,281,p2l,7.534226664694191e-15,5.4635967593016e-16,1.249000902703301e-13,0.0011273990049049751,
III,282,p2p,8.465407439961027e-16,9.538683697691053e-16,0.0,9.000078987234095e-05,
III,282,p2l,7.861051213456625e-15,2.4118594027244093e-16,1.249000902703301e-13,0.000850865946884269,
III,283,p2p,2.823303236731982e-15,2.1081148033111884e-16,6.938893903907228e-15,6.0627061357163003e-05,
III,283,p2l,9.044270698526259e-15,5.419392132579083e-16,1.1796119636642288e-13,0.001564578626920986,
III,284,p2p,1.0636341543312206e-15,3.388573633629671e-16,6.938893903907228e-15,9.104180648795458e-05,
III,284,p2l,7.154793887445441e-15,3.4915609308636657e-16,1.1796119636642288e-13,0.0013259231916670148,
III,285,p2p,2.0544442900691483e-15,8.846344937317356e-16,6.938893903907228e-15,0.00011081999800497712,
III,285,p2l,1.2189069735911706e-14,3.2991328029918045e-16,1.8735013540549517e-13,0.001389870188905528,
III,286,p2p,2.5262563498809128e-15,4.657674611916208e-16,6.938893903907228e-15,8.23167931774324e-05,
III,286,p2l,7.917298858270285e-15,1.0400679466737333e-16,9.020562075079397e-14,0.0016796444762281833,
III,287,p2p,4.954519124312873e-15,5.810413858349924e-16,6.938893903907228e-15,9.329741996879498e-05,
III,287,p2l,5.715764076863119e-15,7.476854468332852e-16,8.326672684688674e-14,0.0009274410087352185,
III,288,p2p,1.2768324357900478e-15,3.850418679277356e-16,0.0,0.00013063071299234535,
III,288,p2l,1.0454898015281256e-14,3.969674631088831e-16,1.457167719820518e-13,0.0010155880273089272,
III,289,p2p,1.85636708326122e-15,1.0162343269245916e-15,6.938893903907228e-15,7.612125179583262e-05,
III,289,p2l,7.39666789704807e-15,5.519542026130806e-16,1.5265566588595902e-13,0.0010390007328192705,
III,290,p2p,1.4761529616694152e-15,6.165253496113164e-16,6.938893903907228e-15,5.724092265296278e-05,
III,290,p2l,8.338174423787442e-15,1.341539727721451e-15,1.249000902703301e-13,0.0011505305272440569,
III,291,p2p,2.9252891691583233e-15,3.024337351362037e-16,0.0,7.811573907391504e-05,
III,291,p2l,5.623539618113903e-15,5.065436682404475e-16,1.0408340855860843e-13,0.0011869637626696974,
III,292,p2p,2.9183785048484817e-15,4.1603480276189916e-16,3.469446951953614e-15,0.00012920950124724329,
III,292,p2l,8.923983926889607e-15,1.4283962988274994e-15,1.1796119636642288e-13,0.0014360172670948848,
III,293,p2p,2.511430663108522e-15,7.024892536118336e-16,6.938893903907228e-15,0.00015431235651113678,
III,293,p2l,1.1904946355678424e-14,8.83605615240053e-16,1.8041124150158794e-13,0.0008648100970584944,
III,294,p2p,4.2815863334918235e-15,4.718095898051357e-16,0.0,9.056511296857625e-05,
III,294,p2l,7.213571094082929e-15,8.323329668876331e-16,8.326672684688674e-14,0.0011432529935120161,
III,295,p2p,2.8637889172838412e-15,5.343730805270673e-16,6.938893903907228e-15,2.7555930275466214e-05,
III,295,p2l,6.178583622975262e-15,5.872753006978793e-16,1.1796119636642288e-13,0.009134841238800602,
III,296,p2p,5.086483899016102e-15,3.039790814139534e-16,6.938893903907228e-15,9.665568556096843e-05,
III,296,p2l,3.218919065903996e-15,8.651860329538811e-16,1.0408340855860843e-13,0.0011886541910162691,
III,297,p2p,5.857954605977308e-16,2.2710855039774083e-16,0.0,0.00010634279457793355,
III,297,p2l,6.053676896290198e-15,9.252226417712925e-16,1.457167719820518e-13,0.0014775628815898115,
III,298,p2p,1.0289639761781235e-15,3.1850280392417904e-16,0.0,0.00012792320692061113,
III,298,p2l,7.884272418513759e-15,3.2717416728613566e-16,1.3183898417423734e-13,0.0017780557983092808,
III,299,p2p,8.355607896503465e-16,1.0412466336938374e-15,1.0408340855860843e-14,0.00010818641021758182,
III,299,p2l,7.415763340903208e-15,8.646005105431387e-16,9.020562075079397e-14,0.0009302329753748276,
III,300,p2p,1.931422645243936e-15,4.743105264660453e-16,6.938893903907228e-15,0.00017009580727532156,
III,300,p2l,6.609337605711097e-15,6.386595523785559e-16,1.0408340855860843e-13,0.0007486102617144316,
III,301,p2p,1.806094618070198e-15,7.284038682557069e-17,6.938893903907228e-15,8.775710002698243e-05,
III,301,p2l,6.509539616872751e-15,3.4779535346768847e-16,1.3877787807814457e-13,0.0007422894423524529,
III,302,p2p,3.1369301679382274e-16,6.042524055026709e-16,3.469446951953614e-15,6.111611244233317e-05,
III,302,p2l,6.068858727552726e-15,4.398419177861775e-16,6.938893903907228e-14,0.0015529055840664864,
III,303,p2p,3.415746393803141e-15,6.288869007093855e-16,3.469446951953614e-15,9.004713144137103e-05,
III,303,p2l,6.463683464200781e-15,6.519123014040089e-16,1.1102230246251565e-13,0.0019466867904190943,
III,304,p2p,2.1592217116804162e-15,5.294368537575941e-16,6.938893903907228e-15,0.00011254245893754225,
III,304,p2l,1.2125378199299294e-14,7.064547036918646e-16,1.8041124150158794e-13,0.0008312610922078315,
III,305,p2p,1.2347743421165986e-15,1.327397006699415e-15,1.3877787807814457e-14,8.411651895105093e-05,
III,305,p2l,1.0650883226017109e-14,8.056569482013304e-16,1.3183898417423734e-13,0.0007241168974174116,
III,306,p2p,7.901765164960854e-16,1.6683547488627133e-15,2.0816681711721685e-14,9.309509111960976e-05,
III,306,p2l,1.067966954623145e-14,5.4686614113592485e-16,1.5959455978986625e-13,0.0008010997430136294,
III,307,p2p,2.1526706957443236e-15,1.2640597143792826e-15,1.734723475976807e-14,0.00010583744981842698,
III,307,p2l,1.007898575826363e-14,3.5464524535886394e-16,1.457167719820518e-13,0.001544096849423346,
III,308,p2p,1.8006399605178395e-15,4.0789000262855584e-16,6.938893903907228e-15,8.002411417938745e-05,
III,308,p2l,9.438957536519798e-15,6.608810934975292e-16,1.3183898417423734e-13,0.0012554575106557067,
III,309,p2p,2.6819452585577317e-15,4.1733985682560145e-16,3.469446951953614e-15,0.0001271186165879845,
III,309,p2l,1.2284829681039118e-14,8.471611153560018e-16,1.734723475976807e-13,0.007337243829263717,
III,310,p2p,1.3194262794312245e-15,8.962632666815066e-16,3.469446951953614e-15,8.416460047656064e-05,
III,310,p2l,7.562943267455081e-15,5.817473654858016e-16,1.5959455978986625e-13,0.0006589653902326858,
III,311,p2p,2.6088288878900724e-15,6.599913772809342e-16,0.0,0.00010557256516455227,
III,311,p2l,1.0430726377143192e-14,8.085900865441083e-16,1.5265566588595902e-13,0.0010076834542741293,
III,312,p2p,3.56236028994653e-15,1.357670098708537e-15,1.0408340855860843e-14,0.00013943530231429278,
III,312,p2l,1.7961320999881767e-14,1.009762143398573e-15,2.0122792321330962e-13,0.001970620220572643,
III,313,p2p,1.4755315894717971e-15,3.613434854598399e-16,0.0,5.29111680149727e-05,
III,313,p2l,9.856986145137427e-15,5.044418003218241e-16,1.942890293094024e-13,0.008885928036790999,
III,314,p2p,3.7731263773447294e-15,4.379520150542198e-16,3.469446951953614e-15,4.644810108587322e-05,
III,314,p2l,1.5863903751963557e-14,1.24318547790044e-15,2.0122792321330962e-13,0.00851597192225528,
III,315,p2p,4.397260358149543e-15,3.565735481538902e-16,0.0,7.763825006106007e-05,
III,315,p2l,1.1666237853895232e-14,3.640069515331145e-16,1.5265566588595902e-13,0.0013820911256384044,
III,316,p2p,4.992290195172053e-15,7.218166336294712e-16,3.469446951953614e-15,0.00017712080150246359,
III,316,p2l,9.303447673116142e-15,1.1433427783636763e-15,1.3877787807814457e-13,0.011052909694206884,
III,317,p2p,3.171598753091625e-15,4.1574583419503096e-16,3.469446951953614e-15,7.636837531975471e-05,
III,317,p2l,4.783642361978239e-15,6.482092023736128e-16,9.71445146547012e-14,0.004806911197107662,
III,318,p2p,2.655188803797842e-15,1.496935044049968e-15,2.0816681711721685e-14,0.00012259880849369107,
III,318,p2l,5.5154422183283666e-15,1.5351327586341107e-15,9.71445146547012e-14,0.009006511539086486,
III,319,p2p,9.096025618155663e-15,8.685648161263903e-16,0.0,8.095306346876923e-05,
III,319,p2l,1.4194385807694052e-14,1.1793379921530632e-15,1.5959455978986625e-13,0.0013005542005548598,
III,320,p2p,1.0846892919527674e-15,6.759038170727913e-16,3.469446951953614e-15,9.685072449638291e-05,
III,320,p2l,4.6505172640134626e-15,6.275380090165733e-16,1.1102230246251565e-13,0.003726028662718192,
III,321,p2p,7.0361648162747245e-15,7.118717037523863e-16,3.469446951953614e-15,3.883253861792883e-05,
III,321,p2l,9.086568276594697e-15,8.587907423491228e-16,1.0755285551056204e-13,0.0010621467078741724,
III,322,p2p,3.796658457265898e-15,6.278483823317459e-16,6.938893903907228e-15,8.467135282596197e-05,
III,322,p2l,8.122332360431074e-15,5.831507937394244e-16,9.020562075079397e-14,0.0008139434195542977,
III,323,p2p,3.741768363114617e-15,6.924997837741193e-16,1.0408340855860843e-14,5.965398845655251e-05,
III,323,p2l,5.648945149613629e-15,7.922199439545776e-16,9.71445146547012e-14,0.0006093362247851404,
III,324,p2p,2.0011579590765148e-15,2.771239618052594e-16,3.469446951953614e-15,8.493778406616019e-05,
III,324,p2l,7.903168241674792e-15,9.2885968779892e-16,1.249000902703301e-13,0.0007590522107190772,
III,325,p2p,2.7290171613873346e-15,4.1402459388291836e-16,3.469446951953614e-15,9.745484598983056e-05,
III,325,p2l,9.413614360922987e-15,1.0970823744362538e-15,1.5265566588595902e-13,0.0011281753431448965,
III,326,p2p,2.0298136908231735e-15,3.203588547766958e-16,0.0,7.518712405138114e-05,
III,326,p2l,6.6093075991370845e-15,8.033973702748919e-16,1.0408340855860843e-13,0.000537645334432207,
III,327,p2p,2.316478779963442e-15,4.711877163149322e-16,0.0,0.00010945737426026891,
III,327,p2l,7.898931008167435e-15,1.1806877179652491e-15,9.020562075079397e-14,0.0011401592029951753,
III,328,p2p,6.503285343895159e-15,5.589769383198149e-16,6.938893903907228e-15,0.0001328673210323275,
III,328,p2l,9.290186830757871e-15,1.0593739030138068e-15,8.326672684688674e-14,0.0018942554474285526,
III,329,p2p,5.642070392219868e-15,6.864063736682016e-16,3.469446951953614e-15,5.156944147943765e-05,
III,329,p2l,1.0904450382255576e-14,1.1540981285465168e-15,1.249000902703301e-13,0.002314255239149179,
III,330,p2p,3.9799092571634894e-15,3.1914750303022904e-16,6.938893903907228e-15,0.00010311195749136692,
III,330,p2l,1.677183103635643e-14,4.422450000063125e-16,1.700029006457271e-13,0.0174302713614309,
III,331,p2p,4.799716776243732e-15,7.282682799555835e-16,3.469446951953614e-15,9.938816869856267e-05,
III,331,p2l,7.118313018435922e-15,6.093642671052667e-16,8.326672684688674e-14,0.0066586872079973745,
III,332,p2p,1.4339781217699678e-15,1.26628653854318e-15,1.0408340855860843e-14,8.169586553029642e-05,
III,332,p2l,5.217455073005438e-15,4.634701037019819e-16,5.898059818321144e-14,0.011932094227520876,
III,333,p2p,5.209014289309474e-15,7.460805526037932e-16,0.0,7.516185440724008e-05,
III,333,p2l,1.3845270172994952e-14,9.265136735754717e-16,1.5265566588595902e-13,0.005904371926479771,
III,334,p2p,3.414544054463736e-15,1.7187628703664015e-15,1.3877787807814457e-14,9.708023874955077e-05,
III,334,p2l,5.140270786666553e-15,6.090752933292248e-16,3.469446951953614e-14,0.012448190777014865,
III,335,p2p,2.2604938813082436e-15,7.708662340254659e-16,3.469446951953614e-15,8.287801546338902e-05,
III,335,p2l,1.1342014856038636e-14,6.43993561019615e-16,9.71445146547012e-14,0.00902134423917486,
III,336,p2p,2.4153384685206896e-15,4.193323207281369e-16,0.0,6.972600451230328e-05,
III,336,p2l,5.0168289369064466e-15,2.4820861966262628e-16,4.85722573273506e-14,0.009734067042623334,
III,337,p2p,2.2140434165647282e-15,1.3348345425114771e-15,2.0816681711721685e-14,0.00016552197422925637,
III,337,p2l,8.39054026225869e-15,4.617894597493944e-16,9.71445146547012e-14,0.0028621285797445647,
III,338,p2p,2.0860205669094704e-15,8.628372005549174e-16,3.469446951953614e-15,0.00012334420064169342,
III,338,p2l,9.098534160749419e-15,6.67606076615779e-16,1.3183898417423734e-13,0.00399221651671966,
III,339,p2p,1.7177691848364228e-15,3.582407480092124e-16,3.469446951953614e-15,0.00015678609783298554,
III,339,p2l,1.1253473034469639e-14,7.438915170310143e-16,1.734723475976807e-13,0.00442334897387452,
III,340,p2p,6.413405371037116e-15,1.387585809419791e-15,1.3877787807814457e-14,0.0001587022763563338,
III,340,p2l,1.5582463778824487e-14,5.345217303222609e-16,1.5265566588595902e-13,0.001728465383466074,
III,341,p2p,2.618286390588852e-15,8.000573875921636e-16,1.0408340855860843e-14,0.00010265803068133079,
III,341,p2l,1.5046751281593534e-14,2.324460995807682e-15,1.6653345369377348e-13,0.005563211704342681,
III,342,p2p,8.440334873762696e-15,1.0468515664893213e-14,0.0,7.393356799823003e-05,
III,342,p2l,7.701353356151396e-15,7.579383497339626e-16,1.3183898417423734e-13,0.012180262642645545,
III,343,p2p,1.0586603244999727e-15,1.2511959200928184e-15,1.734723475976807e-14,6.15767523865253e-05,
III,343,p2l,1.3032091998777994e-14,3.7314295065206956e-16,1.5265566588595902e-13,0.007902144511293636,
III,344,p2p,3.0268453794309437e-15,1.2758109860928362e-15,0.0,8.224337888522448e-05,
III,344,p2l,6.033975493782391e-15,1.6992654288572927e-15,9.020562075079397e-14,0.0075089409912470935,
III,345,p2p,1.4585055083202703e-15,9.717949360226283e-16,3.469446951953614e-15,0.000116508399854145,
III,345,p2l,1.6359072398994548e-14,9.277835035266437e-16,1.8041124150158794e-13,0.003330355324602285,
III,346,p2p,1.2118923315663139e-14,1.2910490783232017e-14,0.0,0.00012905106326740676,
III,346,p2l,5.2024257118496e-15,7.314015035379784e-16,7.632783294297951e-14,0.004753862082348799,
III,347,p2p,2.3048329441005147e-15,4.842709958279779e-16,0.0,5.8925455840167624e-05,
III,347,p2l,1.2850447060852353e-14,6.665894978794549e-16,1.1102230246251565e-13,0.003489956052872779,
III,348,p2p,9.471005196779277e-15,1.3409127017093321e-14,6.938893903907228e-15,7.063221680264891e-05,
III,348,p2l,9.628219512158299e-15,6.750498054593706e-16,8.326672684688674e-14,0.009095620187296143,
III,349,p2p,4.056789545058782e-15,8.721527137268034e-16,3.469446951953614e-15,0.00014672522170521788,
III,349,p2l,6.717556521820607e-15,7.769195717007449e-16,9.367506770274758e-14,0.005194223396124124,
III,350,p2p,4.726433880522268e-15,4.910961871836306e-15,1.3877787807814457e-14,0.00012025828572143592,
III,350,p2l,7.725743013950682e-15,3.349696953758713e-16,1.1449174941446927e-13,0.0028267554898576347,
III,351,p2p,2.335941713204425e-15,5.537554347379279e-16,3.469446951953614e-15,7.125951117965823e-05,
III,351,p2l,6.906286661862243e-15,8.661448356079067e-16,1.3877787807814457e-13,0.005240006668239903,
III,352,p2p,8.658780947706177e-15,1.21751914302163e-14,0.0,0.00011452055908840048,
III,352,p2l,4.020314555394887e-15,5.391161428016103e-16,9.020562075079397e-14,0.0006973685274435488,
III,353,p2p,3.141305440799475e-15,3.003162617706607e-15,1.0408340855860843e-14,0.00010918687125830925,
III,353,p2l,4.3771601639906875e-15,5.576233494899287e-16,5.898059818321144e-14,0.0016829574258100334,
III,354,p2p,6.20403100399665e-15,6.17051893399306e-15,0.0,8.792227381932208e-05,
III,354,p2l,1.1240720235343347e-14,5.904426280999605e-16,1.249000902703301e-13,0.0017629742799949975,
III,355,p2p,2.421891723082991e-15,7.81200773964709e-16,3.469446951953614e-15,9.12252539991519e-05,
III,355,p2l,4.447878183675411e-15,3.4928734441452734e-16,6.938893903907228e-14,0.0028787874230008052,
III,356,p2p,5.79227669862573e-15,7.335237621612346e-15,0.0,8.900583940262344e-05,
III,356,p2l,9.211414324031498e-15,1.6613872489199018e-16,6.938893903907228e-14,0.0016506844012138294,
III,357,p2p,5.935974045140278e-15,4.1997745809571333e-16,1.0408340855860843e-14,0.0001397512834323822,
III,357,p2l,9.492532717533245e-15,4.558972703571317e-16,9.71445146547012e-14,0.0019920632018056716,
III,358,p2p,6.613281338594235e-15,2.5068049620167197e-15,6.938893903907228e-15,0.00024780494092526036,
III,358,p2l,7.707457161534348e-15,1.1302951256551517e-15,5.898059818321144e-14,0.003213055602813087,
III,359,p2p,1.8197567976700583e-15,7.511141393056377e-16,6.938893903907228e-15,0.00010011186749795363,
III,359,p2l,6.89231651727757e-15,8.236703992506417e-16,4.85722573273506e-14,0.003642470239678899,
III,360,p2p,2.558389483735057e-15,2.5064795440327005e-15,1.0408340855860843e-14,4.5078414305326636e-05,
III,360,p2l,7.396442581822436e-15,6.629553209518756e-16,7.632783294297951e-14,0.0014051759596615844,
III,361,p2p,7.582837478422333e-15,2.0139797621967048e-15,6.938893903907228e-15,5.027374451960871e-05,
III,361,p2l,9.89468266030776e-15,6.094188136482882e-16,7.28583859910259e-14,0.0018983779045670841,
III,362,p2p,2.9019605241898523e-15,4.2763310291589114e-15,3.469446951953614e-15,9.25022758237904e-05,
III,362,p2l,2.5494102136862887e-15,6.547471380011618e-16,4.5102810375396984e-14,0.0012969354860540953,
III,363,p2p,1.0154504121186253e-15,1.888323011986012e-15,6.938893903907228e-15,6.394819432222615e-05,
III,363,p2l,1.2399402863233716e-14,5.106736949045916e-16,1.1102230246251565e-13,0.0016178516048214837,
III,364,p2p,3.957385440637142e-15,3.779400173730791e-15,3.469446951953614e-15,6.946704793943381e-05,
III,364,p2l,7.531279503239488e-15,2.1462469818341891e-16,9.020562075079397e-14,0.002865924833586825,
III,365,p2p,5.642121109799912e-15,2.3704511094916035e-15,1.0408340855860843e-14,3.5303442317417486e-05,
III,365,p2l,8.336385796701761e-15,7.363721250863344e-16,1.0408340855860843e-13,0.0006442712147477145,
III,366,p2p,8.581757818116229e-15,1.1252474569392893e-14,1.3877787807814457e-14,0.00011707259519847663,
III,366,p2l,8.506714892965413e-15,6.381046102417528e-16,1.0408340855860843e-13,0.0033528229809008784,
III,367,p2p,1.837288602132385e-15,7.32375289877271e-16,0.0,6.662630843034395e-05,
III,367,p2l,1.0976448177179402e-14,1.9309663480579693e-16,8.326672684688674e-14,0.0007032383246009764,
III,368,p2p,1.6730294435048768e-15,2.512129682168687e-15,0.0,0.00015744074546510806,
III,368,p2l,6.61647662042528e-15,3.5324389622312773e-16,1.0408340855860843e-13,0.007450494759300704,
III,369,p2p,3.1887283603434266e-15,5.970198670395192e-16,1.0408340855860843e-14,6.76541151101856e-05,
III,369,p2l,1.3991732463564283e-14,4.612434923630284e-16,1.5265566588595902e-13,0.004847524066505415,
III,370,p2p,7.50894088800826e-15,1.0810609654677809e-14,0.0,0.0001253278630428678,
III,370,p2l,1.1324859804704759e-14,1.1247032961169483e-15,1.1102230246251565e-13,0.006416574228391578,
III,371,p2p,4.1916914857898925e-15,1.9997531138306455e-15,6.938893903907228e-15,7.163164425448218e-05,
III,371,p2l,1.0730663291735227e-14,5.043380612469019e-16,1.249000902703301e-13,0.004561339338983218,
III,372,p2p,9.217633993040938e-15,1.2753332639129204e-14,1.0408340855860843e-14,0.00017156998675995055,
III,372,p2l,1.3106595457556506e-14,8.803526229932275e-16,1.8041124150158794e-13,0.003592491026134485,
III,373,p2p,4.317833312761841e-15,4.0939260587450065e-15,6.938893903907228e-15,0.00010802876467463571,
III,373,p2l,6.548474066390879e-15,8.867536243223445e-16,9.020562075079397e-14,0.0013828589903272753,
III,374,p2p,3.03742412009861e-15,2.5947893056536788e-15,3.469446951953614e-15,5.3854975270340496e-05,
III,374,p2l,7.026377325848323e-15,4.930993848059772e-16,6.938893903907228e-14,0.0026069371755267096,
III,375,p2p,3.941342689670941e-15,5.642273964010817e-15,1.0408340855860843e-14,5.010495249947733e-05,
III,375,p2l,1.1596174160956174e-14,9.002678814600894e-16,1.3877787807814457e-13,0.0016757444734293372,
III,376,p2p,2.5440663706320683e-15,2.466691914181587e-15,1.3877787807814457e-14,9.298598264187441e-05,
III,376,p2l,8.325936215345806e-15,6.209473237459595e-16,1.1102230246251565e-13,0.0009156592477979181,
III,377,p2p,5.619532015672327e-15,5.555883741774065e-15,1.3877787807814457e-14,8.667373483461221e-05,
III,377,p2l,8.857311613190173e-15,4.73128776044054e-16,7.979727989493313e-14,0.00241759241662675,
III,378,p2p,2.682661162321281e-15,1.1830584245542802e-15,3.469446951953614e-15,0.00011785041905108123,
III,378,p2l,9.978872295293268e-15,5.546786964833789e-16,5.898059818321144e-14,0.0035664433269388604,
III,379,p2p,3.981501852543574e-15,3.897151647564957e-15,6.938893903907228e-15,5.4816036303023154e-05,
III,379,p2l,1.143605057261462e-14,9.935603415144708e-16,1.0755285551056204e-13,0.004514952375492478,
III,380,p2p,5.085195092884494e-15,6.668623975029196e-15,1.0408340855860843e-14,0.0001327648481021064,
III,380,p2l,9.263650996760865e-15,5.559438513947986e-16,1.1102230246251565e-13,0.0005954324764048525,
III,381,p2p,3.6642336759519864e-15,8.949990741270825e-16,1.0408340855860843e-14,4.9597984748340346e-05,
